clothes,shoes,id,lat,lon,cans,operator:clothes,ref:signed,waste,noref,seasonal,alt_name:ca,alt_name:cs,gate:type,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,state,station,construction_wastes,textiles
,,6379895045,49.238683,6.9636288,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6379895048,49.2382744,6.9631741,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7530029143,49.2375169,6.9632353,,,,,,,,,double,,,,,,,,Saarland,recycling centres,,
,,7530029147,49.237718,6.9629981,,,,,,,,,double,,,,,,,,Saarland,recycling centres,,
,,7530037215,49.2377269,6.9631292,,,,,,,,,rolling,,,,,,,,Saarland,recycling centres,,
,,10000366276,49.2377809,6.9638221,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,10689741297,49.2377182,6.9638369,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,352906784,49.2468693,7.0075547,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5562816488,49.2467451,7.0076039,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5562816489,49.2468638,7.0075336,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5562816490,49.2467508,7.0076245,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6572247821,49.2467702,7.0075884,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6572247824,49.2468103,7.0075897,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6572247826,49.2467759,7.0076089,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6572247827,49.2468049,7.0075686,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083252,49.2448956,7.0208993,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083253,49.2449336,7.0209494,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083254,49.2449109,7.0209899,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083255,49.2448728,7.0209397,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083256,49.2448478,7.0208511,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083258,49.2448557,7.0208802,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083259,49.2448437,7.0208876,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083261,49.2448359,7.0208585,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083262,49.2448143,7.0208036,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083263,49.2448272,7.0207879,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083264,49.2448489,7.0208297,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,332083266,49.244836,7.0208454,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4061692534,49.2449186,7.0209761,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1271120587,49.295052,6.9568359,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5180477346,49.2953084,6.9566631,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5180477347,49.295137,6.9566175,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5180477348,49.2945247,6.9567195,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5180477349,49.2944763,6.957328,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5180477350,49.2953017,6.9574261,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6203216107,49.2600095,6.9751222,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6203216108,49.259966,6.9751047,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6203216109,49.2599708,6.975076,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6203216110,49.2600144,6.9750935,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2193593754,49.2485477,7.0145457,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6566525127,49.2484953,7.0144645,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8241698571,49.2485597,7.0145271,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8241698572,49.248509,7.0144445,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9902608217,49.2484798,7.0143982,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9902608221,49.2484661,7.0144182,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1372569581,49.2290298,7.0338556,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7473750815,49.2291228,7.0341252,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7473750816,49.2291577,7.0340751,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7473750817,49.2289964,7.033909,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,268782298,49.2551203,7.0468998,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,268783191,49.2550446,7.0458271,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,344446175,49.2552824,7.0462342,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1700058673,49.2547598,7.0461731,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1700058676,49.2552689,7.0466204,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6049419880,49.2550855,7.0457775,,,,,,,,,double,,,,,,,,Saarland,recycling centres,,
,,9837416037,49.2552391,7.0460209,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9837416038,49.2551156,7.0457403,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,10003009869,49.2550595,7.0458091,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1736104662,49.3167108,6.7313176,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3819390874,49.3170815,6.7321024,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3819484576,49.3171284,6.7314618,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3819484581,49.3170576,6.7321057,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8461513729,49.3166461,6.7320845,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1044594238,49.3444377,6.7235698,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1300917661,49.3445335,6.7237382,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711294,49.3436772,6.723906,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711348,49.3438221,6.7236248,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711468,49.3439165,6.7237508,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711529,49.3442957,6.7231715,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7340043443,49.3442101,6.7234129,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7340043444,49.3440581,6.7236596,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7340061176,49.344467,6.7238796,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1301931673,49.3454457,6.7235573,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1301931672,49.3450543,6.7242761,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711279,49.3436407,6.7242621,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711319,49.3437648,6.7244946,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711507,49.3441454,6.7250651,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3779711531,49.3443743,6.7245179,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7340061177,49.3444285,6.7240888,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7340061178,49.3442101,6.7250571,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7340061179,49.343899,6.7248371,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1301931670,49.3456652,6.7249829,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1301931674,49.3460399,6.7243834,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2195479082,49.3042622,6.7949581,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2195479084,49.3042946,6.7943264,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2195479095,49.3057397,6.7942128,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2195479096,49.3057996,6.7936558,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,952217852,49.4011341,6.7142097,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1391741618,49.4010453,6.7153797,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1391741620,49.4003758,6.7152872,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1391741627,49.400819,6.7139973,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1391741628,49.4008194,6.7158303,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3869613291,49.4011538,6.7148056,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7286175282,49.4009918,6.7152831,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2228954091,49.3590639,6.7916289,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2228954093,49.3592711,6.7913246,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2228954095,49.3593133,6.792002,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2228954097,49.3594844,6.791675,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1037233095,49.3184504,6.9133096,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870767,49.3177054,6.9133129,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870768,49.31776,6.9136063,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870769,49.3178729,6.9138697,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870770,49.3178319,6.913462,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870773,49.3180228,6.9133919,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870775,49.3180392,6.9127473,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870776,49.3181024,6.913382,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870777,49.3181785,6.9134147,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098870779,49.3183319,6.9133344,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2098887931,49.3178268,6.9137493,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3748090977,49.5053303,6.7484232,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3748090986,49.5053506,6.7484501,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3748091023,49.5054629,6.748599,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3748091112,49.5056523,6.7478476,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,3748091188,49.5057979,6.7480408,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8785261951,49.5055724,6.7484439,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8785261952,49.5055593,6.7484266,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1080990034,49.410861,6.8913436,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1080990079,49.4108787,6.8901555,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271256,49.4105273,6.8909116,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271257,49.4105391,6.8903052,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271261,49.4106151,6.8900899,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271265,49.4107021,6.8900427,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271267,49.4107493,6.8916531,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271269,49.4108183,6.8916834,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271270,49.4108262,6.890011,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271274,49.4109022,6.8916243,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2359271275,49.4109052,6.8913451,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879016068,49.3737426,7.0002624,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879016069,49.3748673,7.0002222,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879016070,49.3749564,7.000182,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879016071,49.3749511,7.0000854,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879016073,49.3748097,6.9997234,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567570,49.3746499,6.9997374,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567571,49.374615,6.9997012,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567573,49.3747923,6.9997207,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567574,49.3746857,6.9997179,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567575,49.3745826,6.9996214,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567576,49.3745442,6.9995785,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567577,49.3744848,6.9995731,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567578,49.3744115,6.999616,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567579,49.3741321,6.9996402,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567580,49.373575,6.999844,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567581,49.3734422,6.9998386,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567582,49.3734125,6.999785,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567583,49.3734317,6.999726,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5879567584,49.373444,6.999616,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,11028250399,49.3733549,6.9996402,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,11028250400,49.3731785,7.0002946,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,11028250401,49.3731017,6.9997233,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681725,49.318484,7.0376393,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681726,49.3184419,7.0376354,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681727,49.3184434,7.0376062,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681728,49.3184856,7.0376092,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681729,49.3145162,7.0418734,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681730,49.3145254,7.0418912,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681731,49.3144688,7.0419801,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7187681732,49.3144588,7.0419583,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,310673966,49.3149408,7.0499518,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8967660757,49.3154475,7.0502669,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8967660758,49.315038,7.0505944,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8967660759,49.3149311,7.0494149,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,8967660760,49.3152386,7.0493039,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,10607926657,49.3150008,7.0503567,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663711832,49.3094026,7.0753754,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663711833,49.309907,7.0758806,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663711835,49.3101375,7.0752111,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663711836,49.3101702,7.0758229,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,665937355,49.3095407,7.0756701,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1632991352,49.3099041,7.0752416,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883339,49.3083035,7.074514,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883340,49.3081793,7.0746535,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883341,49.307899,7.0746445,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883342,49.3075021,7.0743119,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883343,49.3073936,7.0740275,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883344,49.3073154,7.0738086,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883345,49.3076284,7.0735753,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883346,49.3080831,7.0740366,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4716883347,49.3082195,7.0743155,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256684603,49.309754,7.0758323,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256684604,49.3094209,7.0755051,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721163,49.3073539,7.0735404,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721164,49.3079869,7.0737898,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721165,49.3079537,7.073712,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721166,49.3078348,7.0736477,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721167,49.3074448,7.0735028,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721168,49.3073066,7.0736289,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721169,49.3074186,7.0741492,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721170,49.3076512,7.0744953,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721171,49.3080394,7.0747045,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6256721172,49.3083122,7.0744228,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2514902419,49.485085,6.9817947,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2514902428,49.4854079,6.9817296,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2514902430,49.4854413,6.9821224,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2514902435,49.485525,6.9821055,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2514902437,49.4855385,6.9822638,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481174,49.4850386,6.9818669,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481182,49.4851037,6.9823385,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481186,49.4850814,6.9822554,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481187,49.4851341,6.9824519,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481188,49.4852391,6.9824325,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481189,49.4852373,6.9823708,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481190,49.4855397,6.9823305,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5046481191,49.4850317,6.9818048,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108253,49.4590758,7.0706631,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108254,49.4588342,7.0705719,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108255,49.4587247,7.0707333,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108256,49.4587339,7.0709296,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108257,49.4587065,7.07114,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108259,49.4591213,7.0708174,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6925108258,49.4589572,7.0713644,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,482263991,49.4655731,7.0660493,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1069083532,49.4648229,7.0671523,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1069083552,49.4650336,7.0658162,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1069083613,49.4653018,7.0673628,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2308715753,49.4653781,7.0670928,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861919,49.464909,7.065908,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861920,49.4648403,7.0667129,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861921,49.4647135,7.0666885,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861922,49.4646567,7.0665625,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861923,49.4644982,7.0665219,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861924,49.4644599,7.066471,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861925,49.4644955,7.0659344,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861926,49.4644585,7.0657738,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861927,49.4645233,7.0657352,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,7101861928,49.4645457,7.0658145,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9512113209,49.4970411,7.109092,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9512113210,49.4970652,7.1090781,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9512113211,49.4970996,7.1092202,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9512113212,49.4970758,7.1092338,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663424527,49.5067152,7.1061908,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663424539,49.5055571,7.1063208,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663424585,49.5057003,7.1067994,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663424590,49.5065213,7.1066787,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,663424597,49.5067291,7.1064698,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1496702800,49.5067215,7.1062635,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,551557431,49.167279,7.2180564,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,551557432,49.1673015,7.2180736,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,551557434,49.1672734,7.2181766,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,551557435,49.167251,7.2181594,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6004804483,49.2071717,7.1980754,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6004804484,49.2070087,7.1983328,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6004806185,49.2071822,7.1984777,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6004806186,49.207247,7.1981692,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6004806187,49.2070823,7.1980566,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1176721609,49.2293107,7.2596552,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4767038726,49.229729,7.2596459,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4767038727,49.229172,7.2586745,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,4767038728,49.2295872,7.2585391,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5151486093,49.229257,7.2586534,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,5151486094,49.2294446,7.2585882,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,1095100539,49.3351105,7.1491977,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2293602623,49.3361765,7.1481058,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449458825,49.3363609,7.1484292,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449458827,49.3365385,7.1489665,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449480468,49.3352452,7.1490487,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449480469,49.3355253,7.1489681,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503295,49.3350926,7.1496518,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503297,49.3351577,7.149291,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503307,49.3352052,7.1493869,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449458829,49.3367936,7.1501679,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449458831,49.3369036,7.1507436,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449458833,49.3370487,7.1514883,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503328,49.33545,7.1502887,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503333,49.3357751,7.1506955,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503339,49.3368956,7.1515323,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2449503340,49.3369556,7.1515591,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095347041,49.3902129,7.174003,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095347043,49.3902839,7.1742176,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095347044,49.3906531,7.1738283,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371514,49.3904203,7.1742782,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371521,49.3906163,7.1743529,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371523,49.3907406,7.1742715,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371533,49.3910718,7.1736545,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371538,49.391108,7.1736602,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371541,49.3911317,7.1738554,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371544,49.3911626,7.1741239,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2095371546,49.3911657,7.1741505,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818729,49.3446242,7.2695212,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818730,49.3451415,7.268062,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818735,49.3449108,7.2706906,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818737,49.3444012,7.2682793,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818736,49.346847,7.2678046,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818734,49.3456447,7.2718064,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,2587818738,49.3459418,7.2716723,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9893419979,49.3088237,7.324769,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9893419981,49.3084252,7.3245771,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9893419982,49.3087152,7.3249953,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,9893419984,49.3082633,7.3248724,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6711756695,49.3324489,7.3093884,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6711756696,49.3333884,7.3096324,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
,,6711756697,49.3334129,7.3095185,,,,,,,,,,,,,,,,,Saarland,recycling centres,,
